age,Ageyear,dob,name,def,mid,att,height,weight,wins,fouls,goals,losses,red_card,total_pass,appsq,appearances,assists,yellow_card,interception,total_tackle,total_offside,total_clearance,big_chance_created,blocked_scoring_att,effective_head_clearance,error_lead_to_goal,accurate_long_balls,duel_won,duel_lost,aerial_won,won_tackle,aerial_lost,won_contest,ball_recovery,accurate_cross,total_through_ball,att_pen_goal,att_freekick_goal,big_chance_missed,total_scoring_att,ontarget_scoring_att,own_goals,clean_sheet,goals_conceded,last_man_tackle,clearance_off_line,saves,punches,goal_kicks,penalty_save,keeper_throws,good_high_claim,total_keeper_sweeper,stand_catch_dive_catch,wage_above_100
21,1997,9/24/97,Michael Carrick,0,1,0,190,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,no
22,1996,12/1/96,Michael Keane,1,0,0,175,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,no
28,1990,10/27/90,Michail Antonio,0,1,0,186,78,2,0,7,4,0,18.86,49,7,0,0,11,9,0,10,0,3,3,0,4,20,18,6,0.78,4,4,24,0.32,0,0,0,0,7,0.29,,,,,,,,,,,,,,no
23,1995,11/9/95,Michel Vorm,0,0,0,178,75,0,0,0,0,0,36,1,1,0,0,1,4,0,3,0,0,0,0,3,9,4,2,0.5,1,2,5,0.01,0,,,,,,0,0,2,0,0,,,,,,,,,no
24,1994,6/15/94,Michy Batshuayi,0,0,1,180,79,5,12,7,0,0,10.57,49,7,1,0,0,6,3,1,0,3,1,,,,,,,,,,,,0,0,3,10,0.3,,,,,,,,,,,,,,no
27,1991,7/22/91,Miguel Britos,1,0,0,183,76,8,13,27,14,1,29.96,729,27,1,2,50,42,0,38,3,9,22,0,41,120,93,42,0.88,33,17,141,0.29,1,0,0,3,27,0.22,,,,,,,,,,,,,,no
21,1997,8/29/97,Mike van der Hoorn,1,0,0,177,71,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,no
28,1990,3/20/90,Modou Barrow,0,1,0,187,80,24,44,0,6,0,53.26,1444,38,1,9,84,96,2,171,1,7,91,0,144,210,162,87,0.71,75,11,208,0.24,2,,,,,,0,10,30,0,0,,,,,,,,,no
31,1987,7/9/87,Mohamed Elneny,0,1,0,182,82,19,104,0.2,35,0,32.68,5625,75,8,14,81,164,14,65,21,50,13,0,69,531,669,100,0.77,169,88,293,0.24,20,1,5,11,165,0.36,,,,,,,,,,,,,,no
33,1985,7/17/85,Morgan Schneiderlin,0,1,0,188,82,11,27,0,13,0,34,841,29,0,9,69,34,0,158,0,0,59,1,119,138,88,78,0.68,43,7,106,0.67,1,,,,,,0,7,36,0,0,,,,,,,,,yes
35,1983,11/18/83,Mousa Dembélé,0,1,0,188,76,108,179,8,82,3,32.92,69696,264,5,47,401,390,7,2227,0,24,783,3,1192,1307,679,762,0.75,375,12,645,0.4,5,,,,,,1,59,271,8,8,,,,,,,,,no
33,1985,2/16/85,Moussa Sissoko,0,1,0,183,79,13,42,0,21,1,54.24,2025,45,4,6,96,118,2,257,1,4,149,1,210,298,194,129,0.75,77,36,270,0.24,0,,,,,,0,8,78,0,2,,,,,,,,,no
26,1992,11/3/92,Muhamed Besic,0,1,0,177,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,no
29,1989,11/26/89,N'Golo Kanté,0,1,0,180,79,15,32,0.15,33,0,23,4356,66,5,5,54,74,12,33,7,35,7,0,38,168,275,22,0.69,68,46,226,0.17,18,0,0,2,115,0.32,,,,,,,,,,,,,,yes
30,1988,12/2/88,Nacer Chadli,0,1,0,183,81,19,39,1,9,0,53.56,1296,36,0,11,127,111,0,242,0,8,142,0,120,273,161,110,0.69,64,14,231,0.01,2,,,,,,0,11,41,1,2,,,,,,,,,no
41,1977,4/6/77,Nacho Monreal,1,0,0,189,85,21,0,0,11,0,39,1521,39,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,no
33,1985,8/20/85,Nampalys Mendy,0,1,0,184,72,29,66,4,55,1,34.4,12100,110,3,10,146,177,20,355,1,16,105,0,165,424,326,125,0.73,100,49,348,0.19,9,,,,,,0,12,170,3,2,,,,,,,,,no
21,1997,4/1/97,Nathan Aké,1,0,0,170,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,no
29,1989,2/3/89,Nathan Dyer,0,0,1,186,81,37,24,5,15,0,49.9,5041,71,2,6,108,95,1,471,2,16,210,0,435,228,157,105,0.77,76,16,324,0.23,2,,,,,,0,26,60,1,2,,,,,,,,,no
31,1987,4/1/87,Nathan Redmond,0,0,1,178,74,61,129,0,50,1,28.68,22801,151,1,25,305,280,5,581,8,10,194,1,263,511,503,138,0.77,165,36,598,0.22,3,,,,,,0,42,186,2,8,,,,,,,,,no
25,1993,9/16/93,Nathaniel Chalobah,0,1,0,180,72,2,10,0,4,0,21.33,81,9,0,5,27,13,2,26,0,0,12,0,10,27,20,8,0.62,7,0,34,0.13,1,,,,,,0,2,9,0,0,,,,,,,,,no
24,1994,12/23/94,Nathaniel Clyne,1,0,0,182,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,no
27,1991,5/13/91,Nemanja Matic,0,1,0,178,74,45,72,74,13,1,39.39,5476,74,1,14,203,202,2,111,1,7,55,0,120,423,291,90,0.77,56,66,449,0.36,17,0,0,1,18,0.18,,,,,,,,,,,,,,no
24,1994,2/24/94,Nick Pope,0,0,0,163,70,0,3,2,1,0,27.5,4,2,0,0,2,0,1,2,0,0,0,0,3,6,5,0,0,3,1,7,0.1,0,0,0,0,2,0.02,,,,,,,,,,,,,,no
31,1987,4/24/87,Nicolás Otamendi,1,0,0,189,86,66,76,4,29,0,46.66,15625,125,3,24,283,241,5,859,4,23,422,5,411,674,347,277,0.81,139,75,676,0.2,9,,,,,,2,39,142,5,0,,,,,,,,,yes
32,1986,1/14/86,Nolito,0,0,1,175,71,48,139,0.19,43,0,42.34,13689,117,11,29,314,356,0,106,23,60,12,1,398,497,477,17,0.71,28,33,600,0.26,68,4,4,8,248,0.33,,,,,,,,,,,,,,no
30,1988,3/21/88,Nordin Amrabat,0,0,1,178,76,71,412,0.02,107,7,29.26,70225,265,8,85,524,765,2,329,7,40,113,5,774,1180,1252,154,0.74,197,72,1126,0.2,44,0,0,4,143,0.2,,,,,,,,,,,,,,no
26,1992,4/3/92,Ola Aina,1,0,0,183,79,42,128,0.1,20,0,30.22,6889,83,18,16,78,183,23,18,20,43,7,0,49,407,564,21,0.75,77,113,349,0.27,23,0,0,8,117,0.34,,,,,,,,,,,,,,no
29,1989,2/21/89,Oliver McBurnie,0,0,1,190,83,22,58,1,26,0,50.97,4225,65,1,6,180,119,3,418,0,5,245,2,165,335,240,167,0.78,115,10,332,0.05,2,,,,,,2,19,88,0,0,,,,,,,,,no
30,1988,12/1/88,Olivier Giroud,0,0,1,183,71,6,9,0.04,13,0,13.67,576,24,1,2,2,12,6,1,0,3,1,,,,,,,,,,,,0,0,2,20,0.5,,,,,,,,,,,,,,no
28,1990,6/17/90,Oriol Romeu,0,1,0,195,90,8,1,0,15,0,25.29,961,31,0,2,,,,,,,,4,184,,,,,,,,,,,,,,,0,7,44,,,88,17,292,0,120,45,20,8,no
33,1985,4/5/85,Ovie Ejaria,0,1,0,179,67,68,177,0.1,21,0,54.11,11236,106,8,26,189,313,0,150,11,22,86,0,248,643,616,135,0.72,105,110,626,0.28,36,0,0,5,94,0.29,,,,,,,,,,,,,,no
32,1986,7/9/86,Pape Souaré,1,0,0,175,75,13,14,3,20,0,44.7,1936,44,5,3,67,89,2,88,3,5,38,1,85,210,140,36,0.82,29,63,233,0.24,1,,,,,,0,9,74,0,0,,,,,,,,,no
33,1985,12/11/85,Patrick van Aanholt,1,0,0,183,74,21,71,0.03,32,0,14.62,5041,71,4,10,51,72,2,38,2,29,11,0,53,211,267,46,0.81,45,44,180,0.24,6,0,0,0,85,0.19,,,,,,,,,,,,,,no
31,1987,3/28/87,Paul Pogba,0,1,0,180,74,3,3,0,0,0,3.5,16,4,0,1,6,0,0,4,0,0,2,0,0,3,4,3,0,1,0,1,0.01,0,,,,,,0,0,1,0,0,,,,,,,,,yes
27,1991,9/24/91,Pedro,0,0,1,183,83,30,53,0.02,12,0,35.71,3364,58,0,11,103,139,0,58,2,14,12,0,148,242,219,46,0.78,45,24,279,0.02,4,0,0,1,46,0.2,,,,,,,,,,,,,,no
29,1989,1/2/89,Pedro Obiang,0,1,0,186,83,4,8,2,7,0,26.33,441,21,1,0,41,34,2,184,2,1,88,0,37,115,63,69,0.65,44,7,104,0.02,1,,,,,,0,4,27,1,0,,,,,,,,,no
29,1989,1/9/89,Per Mertesacker,1,0,0,188,76,83,53,0.4,46,1,18.13,29241,171,19,8,43,33,69,26,20,86,10,,,,,,,,,,,,2,0,55,472,0.39,,,,,,,,,,,,,,no
21,1997,6/19/97,Peter Crouch,0,0,1,177,64,3,3,8,2,0,17.5,64,8,3,0,2,9,0,1,2,3,0,1,3,32,31,2,0.78,6,13,26,0.21,0,0,0,0,5,0.2,,,,,,,,,,,,,,no
29,1989,11/7/89,Petr Cech,0,0,0,192,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,yes
32,1986,10/15/86,Phil Jagielka,1,0,0,175,65,5,8,0.4,0,1,37,25,5,1,0,3,7,2,1,1,3,1,,,,,,,,,,,,0,0,1,9,0.33,,,,,,,,,,,,,,no
34,1984,1/31/84,Phil Jones,1,0,0,183,72,17,83,0.04,40,1,29.46,6724,82,9,19,124,159,3,67,1,27,20,1,201,268,255,27,0.72,39,31,289,0.31,13,0,0,0,78,0.19,,,,,,,,,,,,,,no
27,1991,8/2/91,Philippe Coutinho,0,1,0,182,76,4,20,0.11,6,0,21.67,324,18,1,3,18,28,6,8,3,12,0,0,24,72,124,6,0.86,16,22,75,0.29,1,0,1,1,27,0.26,,,,,,,,,,,,,,yes
29,1989,1/30/89,Pierre-Emile Højbjerg,0,1,0,195,84,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,no
24,1994,8/3/94,Ragnar Klavan,1,0,0,175,72,7,12,0.1,15,0,8.23,900,30,2,1,3,14,10,8,3,4,4,,,,,,,,,,,,0,0,2,19,0.47,,,,,,,,,,,,,,no
36,1982,9/19/82,Raheem Sterling,0,0,1,188,89,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,yes
31,1987,10/25/87,Ramadan Sobhi,0,1,0,183,90,48,56,0.06,14,1,38.76,6724,82,8,16,89,108,0,106,6,36,32,0,286,180,166,38,0.69,31,21,352,0.22,21,0,0,0,126,0.24,,,,,,,,,,,,,,no
23,1995,6/28/95,Ramiro Funes Mori,1,0,0,184,70,0,1,0,2,0,21,9,3,0,1,2,8,0,6,0,0,4,0,6,13,7,5,0.75,2,0,12,0.03,0,,,,,,0,0,2,0,0,,,,,,,,,no
29,1989,6/2/89,Riyad Mahrez,0,1,0,188,73,22,22,2,31,0,28.73,4900,70,0,5,95,108,0,490,2,3,172,3,235,262,151,117,0.78,94,9,228,0.29,0,,,,,,2,14,106,3,1,,,,,,,,,yes
31,1987,12/16/87,Rob Holding,1,0,0,185,79,36,110,0.21,36,0,11.68,9409,97,5,13,27,97,46,68,8,27,39,,,,,,,,,,,,0,0,30,132,0.42,,,,,,,,,,,,,,no
33,1985,6/6/85,Robert Huth,1,0,0,178,70,70,308,0.1,104,0,29.69,68121,261,25,45,324,529,20,298,21,72,74,0,440,898,1045,108,0.74,189,83,1044,0.28,47,1,11,7,260,0.36,,,,,,,,,,,,,,no
24,1994,5/5/94,Robert Snodgrass,0,1,0,180,75,5,7,0,6,0,33.8,225,15,0,4,27,39,2,41,0,0,21,0,14,75,53,16,0.67,20,6,43,0.11,0,,,,,,0,2,20,0,0,,,,,,,,,no
25,1993,9/23/93,Roberto Firmino,0,0,1,179,75,1,1,4,3,0,5.5,16,4,0,0,0,1,1,1,0,2,1,,,,,,,,,,,,0,0,1,4,0.04,,,,,,,,,,,,,,yes
31,1987,11/22/87,Roberto Pereyra,0,1,0,194,85,86,530,0.15,56,2,47.12,42849,207,15,47,299,547,82,510,17,91,215,1,380,1614,1657,739,0.78,495,108,1291,0.22,35,0,0,33,348,0.37,,,,,,,,,,,,,,no
22,1996,11/4/96,Romelu Lukaku,0,0,1,188,76,24,63,0.3,4,0,33.38,1600,40,9,8,62,81,8,33,12,31,18,0,45,243,328,39,0.75,50,39,199,0.18,19,0,0,8,91,0.36,,,,,,,,,,,,,,no
31,1987,11/1/87,Ron-Robert Zieler,0,0,0,178,76,34,86,0.4,22,1,15.7,5929,77,15,10,43,70,59,13,20,34,6,,,,,,,,,,,,5,0,34,175,0.46,,,,,,,,,,,,,,no
34,1984,7/22/84,Ross Barkley,0,1,0,180,64,124,106,0.09,154,0,27.95,148225,385,58,14,287,302,75,292,49,214,45,2,756,842,1006,71,0.76,156,239,1322,0.25,58,2,2,13,610,0.27,,,,,,,,,,,,,,no
27,1991,11/3/91,Ruben Loftus-Cheek,0,1,0,188,80,49,116,0.07,53,1,22.87,22801,151,4,23,99,179,6,186,2,58,57,2,252,402,362,128,0.78,89,42,421,0.15,9,0,0,12,195,0.27,,,,,,,,,,,,,,no
28,1990,4/27/90,Ryan Allsop,0,0,0,191,77,34,81,0,30,0,24.82,6889,83,3,7,94,233,1,306,1,4,146,2,65,380,298,98,0.76,74,22,287,0.16,2,,,,,,0,16,83,0,0,,,,,,,,,no
22,1996,11/1/96,Ryan Bertrand,1,0,0,183,75,2,1,3,1,0,10.33,9,3,0,0,0,3,0,0,0,0,0,0,0,6,8,1,0.67,1,2,7,0.01,0,0,0,0,1,0.01,,,,,,,,,,,,,,no
27,1991,6/26/91,Ryan Fraser,0,1,0,178,83,1,5,0.2,3,0,13.8,25,5,1,0,1,1,7,0,0,1,0,,,,,,,,,,,,0,0,1,8,0.25,,,,,,,,,,,,,,no
29,1989,11/14/89,Ryan Shawcross,1,0,0,180,76,40,123,0.04,51,1,38.84,12996,114,6,21,164,220,1,102,7,26,36,0,334,371,400,58,0.75,78,43,517,0.18,9,0,0,0,79,0.27,,,,,,,,,,,,,,no
31,1987,4/22/87,Sadio Mané,0,0,1,189,84,50,109,6,17,0,45.63,7056,84,4,22,194,117,1,363,7,31,167,1,417,405,346,137,0.81,93,49,469,0.25,20,,,,,,1,27,65,3,1,,,,,,,,,yes
27,1991,4/19/91,Saido Berahino,0,0,1,185,83,13,17,4,19,0,43.14,1849,43,0,6,90,37,2,354,1,5,211,1,210,197,119,145,0.59,81,6,193,0.04,0,,,,,,0,9,74,0,0,,,,,,,,,no
33,1985,2/5/85,Sam Byram,1,0,0,180,76,22,66,0.14,49,0,15.85,9409,97,5,4,39,61,31,34,2,34,13,,,,,,,,,,,,1,0,5,133,0.34,,,,,,,,,,,,,,no
34,1984,1/2/84,Sam Field,0,1,,183,83,172,156,0.07,51,3,34,80089,283,23,22,265,372,2,217,8,52,63,0,767,750,798,123,0.73,137,83,1077,0.26,58,0,0,3,152,0.28,,,,,,,,,,,,,,no
27,1991,2/24/91,Sam Johnstone,0,0,0,186,84,0,0,0,1,0,18,1,1,0,0,1,1,0,3,0,0,1,0,3,2,1,1,1,0,0,2,0,0,,,,,,0,0,3,0,0,,,,,,,,,no
32,1986,4/1/86,Sam Vokes,0,0,1,182,75,67,141,10,71,6,35.03,30976,176,5,19,388,367,5,1519,5,40,582,5,488,1049,660,482,0.75,268,117,782,0.11,12,,,,,,3,34,240,10,4,,,,,,,,,no
32,1986,8/1/86,Santiago Cazorla,0,1,0,173,67,125,162,0.18,36,0,58.18,36864,192,58,19,158,260,20,69,69,130,10,0,298,764,923,59,0.73,98,226,937,0.27,245,0,0,37,361,0.31,,,,,,,,,,,,,,yes
29,1989,8/11/89,Scott Arfield,0,1,0,181,75,54,216,0.1,35,1,54.88,15625,125,2,25,344,426,5,218,6,26,76,0,481,750,620,175,0.76,154,60,814,0.25,17,0,0,3,101,0.25,,,,,,,,,,,,,,no
26,1992,12/9/92,Scott Dann,1,0,0,186,78,5,18,0.11,9,0,50.89,324,18,0,4,7,17,0,6,0,4,3,0,22,132,102,15,1,17,75,124,0.1,4,0,0,0,24,0.21,,,,,,,,,,,,,,no
29,1989,5/7/89,Seamus Coleman,1,0,0,188,84,38,74,3,28,0,50.74,7396,86,1,15,179,157,1,621,1,20,350,4,363,508,269,295,0.73,131,8,402,0.13,2,,,,,,0,26,97,6,0,,,,,,,,,no
27,1991,3/29/91,Sebastian Prödl,1,0,0,178,73,28,87,0.16,38,1,16.73,7921,89,5,14,64,65,13,68,10,31,27,,,,,,,,,,,,4,0,10,150,0.36,,,,,,,,,,,,,,no
31,1987,10/17/87,Sergio Agüero,0,0,1,188,83,1,9,0,4,0,39.71,49,7,0,1,29,23,0,24,0,3,15,1,15,54,52,17,0.78,12,8,29,0.11,0,,,,,,0,0,12,0,0,,,,,,,,,yes
28,1990,12/11/90,Sergio Romero,0,0,0,180,72,71,263,0.06,81,1,46.69,43264,208,11,36,382,560,2,344,7,60,121,2,765,1002,874,116,0.76,138,108,1102,0.27,23,0,0,8,159,0.26,,,,,,,,,,,,,,no
25,1993,2/10/93,Shane Long,0,0,1,182,78,3,0,0.2,1,0,2.6,25,5,1,0,1,1,0,0,0,1,0,,,,,,,,,,,,0,0,2,5,0.4,,,,,,,,,,,,,,no
33,1985,1/1/85,Sheyi Ojo,0,1,0,173,70,85,134,0.05,96,0,32,65025,255,16,18,200,367,18,231,24,44,71,1,487,603,766,56,0.79,148,89,973,0.29,58,0,0,11,140,0.25,,,,,,,,,,,,,,no
32,1986,5/25/86,Shinji Okazaki,0,0,1,178,64,75,148,0.09,128,1,29.36,78400,280,30,20,338,456,18,190,21,90,54,0,510,915,1053,86,0.73,158,212,1097,0.28,83,2,0,13,364,0.32,,,,,,,,,,,,,,no
35,1983,11/11/83,Shkodran Mustafi,1,0,0,182,78,26,64,0.22,29,0,22.38,6241,79,10,3,24,54,34,18,9,35,7,,,,,,,,,,,,0,0,23,148,0.4,,,,,,,,,,,,,,no
34,1984,9/28/84,Simon Francis,1,0,0,180,73,10,25,0,28,0,17.69,2304,48,1,6,51,56,0,256,1,1,161,1,72,159,101,99,0.7,62,0,115,0.25,0,,,,,,0,4,46,1,1,,,,,,,,,no
23,1995,12/7/95,Simon Mignolet,0,0,0,185,75,33,65,0,25,1,36.48,7396,86,2,8,117,161,2,299,5,12,139,0,97,508,397,158,0.84,124,103,389,0.21,6,,,,,,0,23,81,2,0,,,,,,,,,no
35,1983,8/23/83,Sofiane Boufal,0,0,1,188,83,85,194,9,90,2,27.05,62500,250,1,46,391,335,9,2312,2,36,918,4,643,1215,813,765,0.76,444,24,687,0.27,5,,,,,,2,64,267,5,7,,,,,,,,,no
26,1992,10/9/92,Sofiane Feghouli,0,1,0,180,80,10,35,35,13,0,34.43,1225,35,0,9,33,84,0,49,2,7,22,1,107,159,145,14,0.76,12,46,134,0.24,3,0,0,0,22,0.23,,,,,,,,,,,,,,no
21,1997,12/7/97,Son Heung-Min,0,0,1,173,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,no
28,1990,11/11/90,Stefano Okaka,0,1,0,175,69,14,18,0.24,20,0,36.18,2025,45,7,1,31,48,6,22,6,15,13,0,52,191,201,31,0.77,50,54,273,0.23,4,1,0,8,65,0.54,,,,,,,,,,,,,,no
25,1993,9/17/93,Stephen Ireland,0,1,0,170,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,no
22,1996,8/10/96,Stephen Kingsley,1,0,0,175,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,no
29,1989,9/26/89,Stephen Ward,1,0,0,174,66,7,78,42,25,0,55.26,1764,42,2,13,147,180,1,34,1,12,14,1,114,360,240,39,0.76,37,81,400,0.28,3,0,0,1,34,0.12,,,,,,,,,,,,,,no
31,1987,9/1/87,Steve Cook,1,0,0,179,74,120,393,0,52,1,50.47,50625,225,11,47,454,945,10,370,7,44,152,2,631,1603,1203,399,0.72,339,58,1254,0.23,57,0,0,5,143,0.24,,,,,,,,,,,,,,no
30,1988,1/11/88,Steve Mandanda,0,0,0,178,70,8,66,0.05,23,0,33.36,1936,44,1,7,51,78,3,37,3,14,21,0,52,178,329,31,0.68,73,49,288,0.24,5,0,0,3,45,0.22,,,,,,,,,,,,,,no
23,1995,12/24/95,Steven Davis,0,1,0,173,69,0,6,5,3,0,14.6,25,5,0,2,4,9,0,1,0,2,0,,,,,,,,,,,,0,0,0,2,0.02,,,,,,,,,,,,,,no
39,1979,5/12/79,Steven Defour,0,1,0,191,70,49,110,10,65,2,26.56,27225,165,2,13,266,232,6,1093,4,11,565,2,340,891,460,525,0.73,247,37,585,0.33,1,,,,,,4,47,220,6,2,,,,,,,,,no
31,1987,12/6/87,Tendayi Darikwa,1,0,0,186,83,1,10,0,3,0,42.29,49,7,0,2,17,28,1,26,0,0,9,0,20,44,32,4,0.82,8,7,36,0.33,0,,,,,,0,1,10,0,0,,,,,,,,,no
29,1989,9/21/89,Theo Walcott,0,0,1,180,74,7,33,2,21,0,34.28,1600,40,1,11,82,70,0,246,0,2,167,0,127,219,155,105,0.7,65,17,205,0.12,0,,,,,,1,10,53,0,2,,,,,,,,,yes
22,1996,3/10/96,Thibaut Courtois,0,0,0,187,77,16,20,0.32,8,0,13.35,961,31,4,1,3,17,5,8,5,12,3,,,,,,,,,,,,0,0,3,37,0.41,,,,,,,,,,,,,,yes
24,1994,12/4/94,Timothy Fosu-Mensah,1,0,0,187,77,3,9,0,2,0,39.29,49,7,0,1,23,17,0,41,0,1,17,0,25,29,17,6,0.76,5,3,43,0,0,,,,,,0,2,7,0,0,,,,,,,,,no
26,1992,12/23/92,Tom Carroll,0,1,0,178,72,23,43,0.07,16,0,21.14,3136,56,4,8,91,126,1,82,4,21,42,,,,,,,,,,,,0,0,3,66,0.21,,,,,,,,,,,,,,no
28,1990,12/23/90,Tom Davies,0,1,0,170,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,no
23,1995,4/8/95,Tom Heaton,0,0,0,177,71,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,no
29,1989,9/25/89,Tosin Adarabioyo,1,0,0,185,77,11,15,1,3,0,25.61,324,18,1,1,24,38,2,37,2,1,6,1,42,57,43,7,0.74,11,1,73,0.29,1,,,,,,0,1,15,0,1,,,,,,,,,no
32,1986,5/11/86,Trent Alexander-Arnold,1,0,0,189,84,36,0,0,18,0,29.27,5625,75,0,2,,,,,,,,2,681,,,,,,,,,,,,,,,0,27,85,,,224,47,632,1,199,79,79,51,no
28,1990,8/29/90,Troy Deeney,0,0,1,177,74,16,43,6,33,0,31.99,5184,72,8,6,152,182,7,209,10,16,67,2,100,332,271,28,0.77,42,90,440,0.21,3,,,,,,1,13,113,2,2,,,,,,,,,no
29,1989,7/29/89,Tyrone Mings,1,0,0,185,80,27,72,0.27,28,0,17.35,6889,83,8,7,56,88,49,48,9,51,27,,,,,,,,,,,,0,0,16,210,0.34,,,,,,,,,,,,,,no
36,1982,1/31/82,Valon Behrami,0,1,0,183,74,12,3,0,27,2,20.92,2704,52,0,0,,,,,,,,2,353,,,,,,,,,,,,,,,0,12,70,,,133,29,433,3,127,35,28,18,no
29,1989,7/2/89,Victor Moses,0,1,0,175,65,42,101,0,47,0,39.07,14641,121,5,18,196,229,3,303,5,13,116,0,191,426,386,78,0.76,122,42,505,0.21,5,,,,,,1,35,140,0,1,,,,,,,,,no
36,1982,7/10/82,Victor Wanyama,0,1,0,171,65,173,207,0.34,152,2,7.62,191844,438,30,38,80,165,273,28,9,205,1,,,,,,,,,,,,10,0,48,765,0.39,,,,,,,,,,,,,,no
30,1988,10/15/88,Vincent Janssen,0,0,1,183,76,53,39,0.19,14,0,63.97,7921,89,33,4,43,89,37,18,40,32,6,2,122,351,412,14,0.75,41,151,381,0.38,82,0,1,17,115,0.47,,,,,,,,,,,,,,no
25,1993,3/13/93,Vincent Kompany,1,0,0,191,77,0,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,yes
35,1983,1/27/83,Virgil van Dijk,1,0,0,193,83,0,0,0,0,0,28.5,4,2,0,0,,,,,,,,0,19,,,,,,,,,,,,,,,0,0,2,,,10,0,22,0,6,2,4,1,no
24,1994,11/3/94,Wayne Rooney,0,1,0,178,64,5,16,0,15,0,30.87,961,31,2,8,52,72,1,67,1,2,28,1,64,120,96,9,0.71,9,28,147,0.16,0,,,,,,0,2,41,1,1,,,,,,,,,yes
31,1987,1/2/87,Wayne Routledge,0,1,0,203,96,14,2,0,22,0,28.48,2704,52,0,6,,,,,,,,4,480,,,,,,,,,,,,,,,1,17,73,,,197,22,496,0,198,95,52,28,no
23,1995,2/13/95,Wes Morgan,1,0,0,172,68,2,2,2,0,0,2.5,4,2,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,2,1,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,no
20,1998,5/2/98,Willian,0,0,1,185,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,yes
27,1991,3/29/91,Winston Reid,1,0,0,169,68,27,55,0.02,5,0,43.2,1936,44,4,4,170,196,0,65,4,5,32,0,94,313,252,43,0.7,66,55,393,0.29,7,0,0,1,31,0.19,,,,,,,,,,,,,,no
30,1988,10/9/88,Xherdan Shaqiri,0,1,0,180,73,2,0,2,0,0,14.5,4,2,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0.01,,,,,,,,,,,,,,no
27,1991,9/9/91,Yannick Bolasie,0,1,0,179,67,73,124,0.16,22,0,40.41,16384,128,19,16,69,284,13,107,19,84,36,0,242,594,730,79,0.76,141,107,494,0.2,18,2,2,18,267,0.32,,,,,,,,,,,,,,no
21,1997,6/27/97,Yaya Sanogo,0,0,1,183,75,0,0,2,2,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,no
24,1994,1/15/94,Yaya Touré,0,1,0,188,88,36,76,0.07,15,0,49.8,5041,71,4,15,133,138,2,194,6,18,123,3,203,359,298,159,0.8,113,31,271,0.2,6,0,0,2,48,0.19,,,,,,,,,,,,,,yes
